"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","TAVG","TMAX"
"USR0000COKO","OAK OPENING CALIFORNIA, CA US","36.1753","-118.7017","987.6","2012",,,"62.1","75.4"
"USR0000COKO","OAK OPENING CALIFORNIA, CA US","36.1753","-118.7017","987.6","2013",,,"62.0","74.3"
"USR0000COKO","OAK OPENING CALIFORNIA, CA US","36.1753","-118.7017","987.6","2014",,,"64.0","76.4"
"USR0000COKO","OAK OPENING CALIFORNIA, CA US","36.1753","-118.7017","987.6","2015",,,"62.8","74.4"
"USR0000COKO","OAK OPENING CALIFORNIA, CA US","36.1753","-118.7017","987.6","2016",,,"61.9","72.7"
"USR0000CPKR","PARK RIDGE CALIFORNIA, CA US","36.7242","-118.9425","2298.2","2011",,,"48.1","57.1"
"USR0000CPKR","PARK RIDGE CALIFORNIA, CA US","36.7242","-118.9425","2298.2","2012",,,"50.4","59.1"
"USR0000CPKR","PARK RIDGE CALIFORNIA, CA US","36.7242","-118.9425","2298.2","2014",,,"51.3","58.9"
"USR0000CPKR","PARK RIDGE CALIFORNIA, CA US","36.7242","-118.9425","2298.2","2016",,,"50.4","58.3"
"US1CATL0011","THREE RIVERS 1.7 NE, CA US","36.4584","-118.8858","307.8","2014","14.57",,,
"US1CATL0011","THREE RIVERS 1.7 NE, CA US","36.4584","-118.8858","307.8","2015","17.30",,,
"US1CATL0011","THREE RIVERS 1.7 NE, CA US","36.4584","-118.8858","307.8","2016","24.26",,,
"USR0000CFOU","FOUNTAIN SPRINGS CALIFORNIA, CA US","35.8922","-118.915","64.0","2010",,,"61.7","75.3"
"USR0000CFOU","FOUNTAIN SPRINGS CALIFORNIA, CA US","35.8922","-118.915","64.0","2011",,,"61.3","74.9"
"USR0000CFOU","FOUNTAIN SPRINGS CALIFORNIA, CA US","35.8922","-118.915","64.0","2012",,,"63.7","78.1"
"USR0000CFOU","FOUNTAIN SPRINGS CALIFORNIA, CA US","35.8922","-118.915","64.0","2013",,,"63.8","78.2"
"USR0000CFOU","FOUNTAIN SPRINGS CALIFORNIA, CA US","35.8922","-118.915","64.0","2014",,,"66.9","80.5"
"USR0000CFOU","FOUNTAIN SPRINGS CALIFORNIA, CA US","35.8922","-118.915","64.0","2015",,,"65.3","78.9"
"USR0000CFOU","FOUNTAIN SPRINGS CALIFORNIA, CA US","35.8922","-118.915","64.0","2016",,,"63.9","78.6"
"USC00048917","THREE RIVERS EDISON PH 1, CA US","36.465","-118.8619","347.5","2010","34.25","0.0",,
"USC00044957","LINDSAY, CA US","36.2032","-119.0545","132.6","2010","20.83","0.0","62.4","75.9"
"USC00044957","LINDSAY, CA US","36.2032","-119.0545","132.6","2011","11.17",,"60.8","74.1"
"USC00044957","LINDSAY, CA US","36.2032","-119.0545","132.6","2012",,,,
"USC00044957","LINDSAY, CA US","36.2032","-119.0545","132.6","2014","8.80",,,"80.6"
"USC00044957","LINDSAY, CA US","36.2032","-119.0545","132.6","2016","12.13",,,"80.0"
"USR0000CJOH","JOHNSONDALE CALIFORNIA, CA US","35.9717","-118.545","1432.6","2010",,,"50.8","68.2"
"USR0000CJOH","JOHNSONDALE CALIFORNIA, CA US","35.9717","-118.545","1432.6","2011",,,"50.5","68.6"
"USR0000CJOH","JOHNSONDALE CALIFORNIA, CA US","35.9717","-118.545","1432.6","2012",,,"52.7","71.5"
"USR0000CJOH","JOHNSONDALE CALIFORNIA, CA US","35.9717","-118.545","1432.6","2013",,,"52.3","71.4"
"USR0000CJOH","JOHNSONDALE CALIFORNIA, CA US","35.9717","-118.545","1432.6","2014",,,"54.0","73.1"
"USR0000CJOH","JOHNSONDALE CALIFORNIA, CA US","35.9717","-118.545","1432.6","2015",,,"53.1","71.3"
"USR0000CJOH","JOHNSONDALE CALIFORNIA, CA US","35.9717","-118.545","1432.6","2016",,,"52.0","70.1"
"USC00044890","LEMON COVE, CA US","36.3817","-119.0264","156.4","2010","24.95","0.0","63.2","77.0"
"USC00044890","LEMON COVE, CA US","36.3817","-119.0264","156.4","2011","11.40",,"62.4","76.7"
"USC00044890","LEMON COVE, CA US","36.3817","-119.0264","156.4","2012","13.78",,"64.6","80.0"
"USC00044890","LEMON COVE, CA US","36.3817","-119.0264","156.4","2013","4.08",,"64.5","80.4"
"USC00044890","LEMON COVE, CA US","36.3817","-119.0264","156.4","2014","10.76",,"67.1","82.8"
"USC00044890","LEMON COVE, CA US","36.3817","-119.0264","156.4","2015","12.24",,"66.1","81.2"
"USC00044890","LEMON COVE, CA US","36.3817","-119.0264","156.4","2016","14.67",,"65.9","81.1"
"USC00043551","GRANT GROVE, CA US","36.73751","-118.96197","2005.6","2014","28.46","121.0",,
"USC00045026","LODGEPOLE, CA US","36.6044","-118.7325","2052.8","2010","67.04","436.3","41.3","53.9"
"USC00045026","LODGEPOLE, CA US","36.6044","-118.7325","2052.8","2013","11.76",,"42.9","55.9"
"USC00045026","LODGEPOLE, CA US","36.6044","-118.7325","2052.8","2014","25.35","127.3","44.7","57.9"
"USC00040343","ASH MOUNTAIN, CA US","36.4914","-118.8253","520.6","2010",,"0.0","60.4","75.9"
"USC00040343","ASH MOUNTAIN, CA US","36.4914","-118.8253","520.6","2011",,,,
"USC00040343","ASH MOUNTAIN, CA US","36.4914","-118.8253","520.6","2013",,,,
"USC00049367","VISALIA, CA US","36.32833","-119.2997","92.4","2010","14.56","0.0","63.0","74.0"
"USC00049367","VISALIA, CA US","36.32833","-119.2997","92.4","2015",,,,
"USC00049367","VISALIA, CA US","36.32833","-119.2997","92.4","2016","8.94",,,
"USR0000CCMO","CASE MOUNTAIN CALIFORNIA, CA US","36.4108","-118.8092","1966.0","2012",,,,
"USR0000CCMO","CASE MOUNTAIN CALIFORNIA, CA US","36.4108","-118.8092","1966.0","2014",,,"56.3","65.5"
"USR0000CCMO","CASE MOUNTAIN CALIFORNIA, CA US","36.4108","-118.8092","1966.0","2015",,,"53.5","62.1"
